"label.csv_policies.customer","label.csv_policies.state","fact.csv_policies.customer_lifetime_value","label.csv_policies.coverage","label.csv_policies.education","effective_to_date","label.csv_policies.employmentstatus","label.csv_policies.gender","fact.csv_policies.income","label.csv_policies.marital_status","fact.csv_policies.monthly_premium_auto","label.csv_policies.policy_type","label.csv_policies.renew_offer_type","label.csv_policies.sales_channel","fact.csv_policies.total_claim_amount","label.csv_policies.vehicle_class","label.csv_policies.vehicle_size"
"TH95618","California","21343.46599","Basic","High School or Below","08/06/2015","Unemployed","F","0","Married","74","Personal Auto","Offer1","Agent","355.2","Four-Door Car","Medsize"
"TS19868","California","2413.139714","Basic","College","08/27/2015","Medical Leave","M","27501","Married","63","Personal Auto","Offer4","Branch","542.319401","Four-Door Car","Medsize"
"LP45550","Oregon","15363.84716","Premium","Doctor","08/15/2015","Disabled","F","15897","Divorced","101","Personal Auto","Offer2","Agent","303.148399","Four-Door Car","Medsize"
"QR87004","Nevada","8456.961887","Basic","College","08/09/2015","Employed","F","25141","Divorced","73","Personal Auto","Offer3","Agent","25.438063","Four-Door Car","Medsize"
"OE75747","Nevada","2189.642522","Basic","College","08/28/2015","Unemployed","F","0","Married","61","Personal Auto","Offer3","Agent","292.8","Four-Door Car","Small"
"DX91392","California","5780.182197","Basic","High School or Below","09/26/2015","Employed","M","51066","Single","74","Personal Auto","Offer2","Call Center","787.993313","Four-Door Car","Medsize"
"AB72731","California","4639.981638","Basic","Bachelor","08/04/2015","Employed","F","28358","Married","117","Personal Auto","Offer2","Call Center","84.024413","Sports Car","Medsize"
"RU49126","Washington","4465.335703","Basic","College","09/01/2015","Employed","F","61846","Married","112","Personal Auto","Offer2","Agent","215.8182","SUV","Medsize"
"IS12901","Arizona","5968.118877","Basic","Bachelor","08/27/2015","Employed","F","90972","Married","74","Personal Auto","Offer2","Call Center","232.926145","Two-Door Car","Medsize"
"IX37561","Washington","5097.763337","Basic","College","09/14/2015","Unemployed","F","0","Single","74","Personal Auto","Offer3","Web","532.8","Two-Door Car","Medsize"
"HH90090","California","4076.634665","Basic","Bachelor","08/23/2015","Employed","F","29549","Divorced","104","Personal Auto","Offer2","Call Center","710.433775","Sports Car","Small"
"IU25463","California","12252.60179","Premium","Bachelor","09/18/2015","Unemployed","F","0","Married","115","Personal Auto","Offer1","Agent","552","Four-Door Car","Medsize"
"KC11055","Nevada","16936.27147","Extended","Bachelor","08/24/2015","Employed","F","39411","Married","217","Personal Auto","Offer3","Branch","1122.658899","Luxury Car","Medsize"
"PD33979","Oregon","4892.435461","Basic","High School or Below","09/18/2015","Employed","M","21709","Married","62","Personal Auto","Offer2","Branch","408.374746","Four-Door Car","Large"
"NK71023","Nevada","9942.304791","Extended","Bachelor","08/19/2015","Employed","M","67890","Single","85","Personal Auto","Offer4","Agent","408","Four-Door Car","Small"
"AB13432","California","3735.838129","Basic","Bachelor","08/04/2015","Unemployed","M","0","Single","110","Personal Auto","Offer1","Agent","792","SUV","Medsize"
"OZ97704","California","13117.52215","Basic","High School or Below","09/07/2015","Employed","F","84311","Single","111","Personal Auto","Offer3","Call Center","532.8","SUV","Small"
"UF46533","California","4574.524094","Basic","College","08/30/2015","Employed","F","99316","Single","114","Corporate Auto","Offer2","Branch","754.358929","SUV","Medsize"
"XP47431","Arizona","5470.060561","Extended","Bachelor","09/17/2015","Employed","F","54507","Married","138","Personal Auto","Offer2","Agent","702.990032","SUV","Medsize"
"GK73582","California","2978.84601","Extended","Bachelor","08/13/2015","Employed","F","64586","Single","76","Personal Auto","Offer3","Branch","206.837111","Four-Door Car","Medsize"
"RV98763","Oregon","6410.967544","Extended","College","09/08/2015","Employed","M","61709","Married","82","Personal Auto","Offer3","Branch","275.395894","Four-Door Car","Medsize"
"II62831","California","4479.023088","Basic","Master","08/29/2015","Employed","M","94656","Married","111","Special Auto","Offer4","Web","459.738128","SUV","Medsize"
"XK33449","California","2383.731879","Basic","High School or Below","09/05/2015","Unemployed","F","0","Single","69","Special Auto","Offer4","Branch","496.8","Two-Door Car","Small"
"TR85083","California","2764.493659","Basic","Bachelor","08/20/2015","Employed","M","61085","Married","70","Personal Auto","Offer2","Branch","336","Two-Door Car","Medsize"
"EO95328","Oregon","7920.105377","Basic","Bachelor","08/27/2015","Employed","F","89284","Married","67","Personal Auto","Offer4","Agent","321.6","Two-Door Car","Small"
"EN21086","Arizona","6889.097981","Basic","High School or Below","08/09/2015","Unemployed","F","0","Divorced","63","Personal Auto","Offer1","Branch","302.4","Four-Door Car","Small"
"YL83902","Washington","3274.194616","Extended","Bachelor","08/11/2015","Employed","F","31686","Married","81","Personal Auto","Offer1","Agent","430.994107","Four-Door Car","Small"
"AZ62651","Oregon","9951.707743","Premium","High School or Below","09/17/2015","Employed","M","56855","Single","255","Corporate Auto","Offer4","Web","1836","Luxury SUV","Medsize"
"ZW25874","Oregon","2521.555686","Basic","Bachelor","09/16/2015","Employed","M","53703","Single","67","Special Auto","Offer1","Branch","67.632476","Four-Door Car","Medsize"
"EH41854","Washington","23706.11337","Extended","High School or Below","09/10/2015","Unemployed","F","0","Single","96","Personal Auto","Offer3","Branch","844.481918","Two-Door Car","Medsize"
"MW70227","California","6047.02516","Extended","College","09/19/2015","Employed","M","20396","Married","76","Personal Auto","Offer1","Branch","364.8","Four-Door Car","Medsize"
"SL22297","California","11140.30248","Premium","Master","08/21/2015","Disabled","F","27679","Single","150","Personal Auto","Offer1","Call Center","722.486994","SUV","Medsize"
"RV14138","Nevada","4334.064096","Extended","Bachelor","09/27/2015","Retired","F","23904","Single","123","Personal Auto","Offer1","Agent","590.4","SUV","Medsize"
"UO62808","Arizona","2799.74791","Basic","High School or Below","09/04/2015","Employed","F","65351","Married","69","Corporate Auto","Offer2","Call Center","481.027516","Four-Door Car","Medsize"
"ZX64745","California","7923.136624","Basic","College","08/18/2015","Unemployed","M","0","Single","113","Personal Auto","Offer1","Agent","1124.427734","SUV","Medsize"
"FL34139","California","3688.110888","Basic","High School or Below","09/03/2015","Unemployed","M","0","Single","63","Personal Auto","Offer1","Call Center","669.682001","Four-Door Car","Medsize"
"TS11219","California","12067.45599","Basic","College","08/02/2015","Unemployed","M","0","Single","116","Personal Auto","Offer1","Agent","1284.093173","SUV","Medsize"
"XX12304","California","2924.976721","Basic","College","08/09/2015","Employed","F","64459","Married","72","Personal Auto","Offer2","Branch","240.259479","Four-Door Car","Medsize"
"SD64087","California","15014.0927","Premium","College","08/19/2015","Employed","M","32961","Married","190","Corporate Auto","Offer1","Branch","912","SUV","Small"
"OY38576","Oregon","9277.233839","Basic","High School or Below","08/11/2015","Employed","F","71416","Divorced","116","Corporate Auto","Offer2","Agent","556.8","SUV","Medsize"
"BG76355","Washington","6274.123875","Extended","Bachelor","08/31/2015","Employed","F","68964","Married","78","Personal Auto","Offer3","Web","115.086827","Four-Door Car","Medsize"
"IP66913","California","3886.647414","Extended","High School or Below","08/11/2015","Employed","M","78108","Single","98","Personal Auto","Offer2","Agent","470.4","Two-Door Car","Small"
"LE95702","California","4386.277558","Basic","College","09/11/2015","Retired","M","10621","Single","67","Special Auto","Offer1","Agent","321.6","Four-Door Car","Medsize"
"KX54357","Washington","11365.26766","Extended","College","08/22/2015","Employed","M","84910","Married","95","Corporate Auto","Offer2","Web","383.167471","Two-Door Car","Small"
"EZ78112","California","5610.96434","Basic","High School or Below","09/24/2015","Employed","F","77493","Single","70","Special Auto","Offer1","Agent","307.963291","Four-Door Car","Medsize"
"XN16891","Arizona","2912.892035","Basic","College","09/28/2015","Employed","M","81097","Divorced","74","Personal Auto","Offer4","Agent","355.2","Four-Door Car","Small"
"XK31350","Oregon","6915.729915","Extended","College","08/25/2015","Employed","F","96610","Married","85","Corporate Auto","Offer4","Call Center","520.364752","Four-Door Car","Large"
"CC30924","Oregon","6262.663307","Premium","College","09/26/2015","Employed","M","30110","Married","159","Corporate Auto","Offer4","Agent","466.436375","Sports Car","Small"
"IT78748","Oregon","6503.397049","Extended","High School or Below","09/19/2015","Disabled","F","22081","Married","84","Special Auto","Offer1","Agent","451.670309","Two-Door Car","Small"
"KY33386","Washington","8007.399376","Basic","High School or Below","08/02/2015","Unemployed","F","0","Divorced","112","Personal Auto","Offer1","Web","537.6","Sports Car","Medsize"
"CO44221","California","2929.916512","Basic","College","08/02/2015","Employed","M","98473","Married","72","Personal Auto","Offer2","Branch","345.6","Four-Door Car","Medsize"
"LK60013","Oregon","5969.55297","Basic","Bachelor","08/26/2015","Employed","F","97431","Married","74","Personal Auto","Offer3","Branch","355.2","Four-Door Car","Medsize"
"DE21533","California","5473.15987","Basic","Bachelor","09/02/2015","Employed","M","93870","Divorced","69","Personal Auto","Offer1","Call Center","331.2","Four-Door Car","Medsize"
"YS94121","Nevada","5645.396665","Basic","High School or Below","09/27/2015","Employed","M","50366","Divorced","72","Personal Auto","Offer1","Call Center","428.734656","Four-Door Car","Small"
"UK68427","Washington","6369.262355","Extended","High School or Below","08/20/2015","Employed","M","34498","Single","83","Personal Auto","Offer2","Branch","398.4","Two-Door Car","Small"
"TE49565","Oregon","11833.76732","Basic","College","08/17/2015","Disabled","F","16552","Married","103","Personal Auto","Offer2","Call Center","494.4","SUV","Small"
"RA88421","Oregon","6121.107929","Extended","College","08/17/2015","Employed","F","26787","Married","77","Personal Auto","Offer3","Branch","369.6","Four-Door Car","Medsize"
"KQ51983","Nevada","5159.369746","Basic","College","09/24/2015","Unemployed","M","0","Single","74","Personal Auto","Offer1","Branch","831.752839","Two-Door Car","Medsize"
"CD88896","Nevada","2514.59196","Basic","High School or Below","09/14/2015","Employed","F","43860","Single","65","Corporate Auto","Offer2","Agent","156.124914","Four-Door Car","Medsize"
"YV22553","Arizona","8668.611261","Basic","High School or Below","09/20/2015","Employed","M","21474","Married","114","Corporate Auto","Offer1","Agent","373.428187","SUV","Small"
"WU14435","California","4960.965384","Basic","Bachelor","09/19/2015","Disabled","M","18174","Married","66","Corporate Auto","Offer1","Agent","395.934815","Four-Door Car","Small"
"XV84099","Arizona","5504.139033","Basic","Bachelor","09/08/2015","Unemployed","F","0","Married","73","Corporate Auto","Offer1","Call Center","350.4","Four-Door Car","Medsize"
"RI24911","Arizona","7507.455372","Basic","College","09/06/2015","Employed","M","60920","Single","64","Personal Auto","Offer2","Agent","231.201886","Two-Door Car","Medsize"
"KO26461","Arizona","32269.85139","Extended","High School or Below","09/27/2015","Employed","M","41520","Married","90","Personal Auto","Offer1","Agent","289.904105","Four-Door Car","Medsize"
"HI14283","Oregon","5657.031588","Premium","Bachelor","09/01/2015","Unemployed","F","0","Married","152","Personal Auto","Offer1","Web","729.6","SUV","Small"
"PT50227","Arizona","5061.757902","Basic","High School or Below","09/23/2015","Unemployed","M","0","Married","68","Personal Auto","Offer3","Call Center","326.4","Two-Door Car","Medsize"
"BH36570","California","5912.783829","Basic","Bachelor","08/11/2015","Employed","M","72208","Married","73","Personal Auto","Offer1","Branch","350.4","Two-Door Car","Small"
"TX17484","California","15182.27975","Basic","Bachelor","09/10/2015","Employed","F","53863","Married","63","Personal Auto","Offer1","Web","105.765111","Four-Door Car","Large"
"CT41158","Washington","10747.03094","Extended","College","09/25/2015","Employed","M","66446","Divorced","136","Corporate Auto","Offer2","Branch","639.464548","SUV","Large"
"AO87348","Washington","2050.623512","Basic","College","09/16/2015","Unemployed","M","0","Single","61","Personal Auto","Offer2","Agent","292.8","Four-Door Car","Small"
"DE55857","Washington","2465.444865","Basic","Bachelor","08/30/2015","Employed","F","64997","Single","63","Personal Auto","Offer2","Agent","383.442328","Four-Door Car","Small"
"LF66923","Nevada","5343.121327","Basic","High School or Below","09/11/2015","Employed","F","64460","Married","66","Corporate Auto","Offer2","Agent","316.8","Two-Door Car","Small"
"CN24514","Arizona","8119.829071","Basic","College","08/14/2015","Employed","F","46618","Married","67","Personal Auto","Offer3","Agent","99.085943","Four-Door Car","Large"
"UW32074","Oregon","4605.265164","Basic","College","09/14/2015","Unemployed","F","0","Divorced","64","Corporate Auto","Offer1","Branch","307.2","Four-Door Car","Small"
"HP36979","California","6408.785577","Extended","College","09/03/2015","Employed","M","49988","Married","84","Personal Auto","Offer2","Web","566.935022","Two-Door Car","Large"
"PP40919","California","2376.533508","Extended","College","08/31/2015","Unemployed","F","0","Single","91","Personal Auto","Offer1","Agent","436.8","Two-Door Car","Medsize"
"RO73268","California","3211.070017","Extended","Bachelor","09/15/2015","Disabled","M","16269","Divorced","86","Corporate Auto","Offer3","Agent","412.8","Two-Door Car","Medsize"
"HO61691","Arizona","5094.522262","Basic","Bachelor","09/27/2015","Employed","F","72006","Divorced","64","Personal Auto","Offer4","Agent","307.2","Four-Door Car","Medsize"
"BS13062","Arizona","25755.27817","Extended","High School or Below","08/21/2015","Unemployed","F","0","Married","81","Personal Auto","Offer4","Call Center","388.8","Four-Door Car","Small"
"FO35655","Oregon","8672.229719","Extended","Bachelor","08/14/2015","Unemployed","M","0","Single","245","Corporate Auto","Offer1","Branch","2345.413441","Luxury SUV","Medsize"
"HR10526","California","8044.73072","Basic","Master","08/25/2015","Employed","M","44320","Married","67","Personal Auto","Offer1","Call Center","321.6","Four-Door Car","Medsize"
"IA63417","Arizona","4001.519098","Premium","High School or Below","09/02/2015","Retired","F","19782","Divorced","108","Personal Auto","Offer3","Web","773.470977","Two-Door Car","Medsize"
"BH35016","Nevada","16706.11699","Basic","Bachelor","09/09/2015","Employed","F","63933","Divorced","70","Personal Auto","Offer1","Call Center","424.883448","Two-Door Car","Medsize"
